Data Source in SDW: https://sdw.ecb.europa.eu/browseSelection.do?node=9689726
,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_10Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_1Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_2Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_5Y
,"Yield curve instantaneous forward rate, 10-year maturity","Yield curve instantaneous forward rate, 1-year maturity","Yield curve instantaneous forward rate, 2-year maturity","Yield curve instantaneous forward rate, 5-year maturity"
Collection:,End of period (E),End of period (E),End of period (E),End of period (E)
Period\Unit:,[Percent per annum ],[Percent per annum ],[Percent per annum ],[Percent per annum ]
2016-09-09,0.839594,-0.652369,-0.657359,-0.071312
2016-09-08,0.652645,-0.663534,-0.681618,-0.179096
2016-09-07,0.617183,-0.686535,-0.718935,-0.209976
2016-09-06,0.711260,-0.674164,-0.694317,-0.158705
2016-09-05,0.751330,-0.655085,-0.667058,-0.121442
2016-09-02,0.735801,-0.654194,-0.660760,-0.116324
2016-09-01,0.725926,-0.645224,-0.647479,-0.108858
2016-08-31,0.638905,-0.649854,-0.660541,-0.164893
2016-08-30,0.629020,-0.643932,-0.658185,-0.175966
2016-08-29,0.673528,-0.639390,-0.649673,-0.157983
2016-08-26,0.649280,-0.637458,-0.652027,-0.160940
2016-08-25,0.663560,-0.640764,-0.643719,-0.142728
2016-08-24,0.618996,-0.647306,-0.658970,-0.176203
2016-08-23,0.595686,-0.649372,-0.660190,-0.185841
2016-08-22,0.627209,-0.651068,-0.664676,-0.167648
2016-08-19,0.648418,-0.639499,-0.653746,-0.155597
2016-08-18,0.625840,-0.648762,-0.671206,-0.180524
2016-08-17,0.669781,-0.644744,-0.645891,-0.136750
2016-08-16,0.675660,-0.639196,-0.649732,-0.145786
2016-08-15,0.651244,-0.639886,-0.655633,-0.167381
2016-08-12,0.610383,-0.658163,-0.686930,-0.208533
2016-08-11,0.612698,-0.664871,-0.701159,-0.201136
2016-08-10,0.611807,-0.661927,-0.692730,-0.200764
2016-08-09,0.655585,-0.652149,-0.673961,-0.161625
2016-08-08,0.688697,-0.648905,-0.661921,-0.128251
2016-08-05,0.642118,-0.648854,-0.668488,-0.157718
2016-08-04,0.600723,-0.641282,-0.666938,-0.186500
2016-08-03,0.634349,-0.625496,-0.626550,-0.127585
2016-08-02,0.655373,-0.631624,-0.631895,-0.107643
2016-08-01,0.552344,-0.646811,-0.668621,-0.199354
2016-07-29,0.553918,-0.651275,-0.669312,-0.193549
2016-07-28,0.589507,-0.642062,-0.643312,-0.155883
2016-07-27,0.635430,-0.644128,-0.654381,-0.146445
2016-07-26,0.664239,-0.634760,-0.646482,-0.117422
2016-07-25,0.673001,-0.636377,-0.640741,-0.128865
2016-07-22,0.747748,-0.642112,-0.647083,-0.089507
2016-07-21,0.782515,-0.642028,-0.638562,-0.072822
2016-07-20,0.762299,-0.647972,-0.656962,-0.106185
2016-07-19,0.756707,-0.663251,-0.673747,-0.109506
2016-07-18,0.752567,-0.673638,-0.691741,-0.118781
2016-07-15,0.762986,-0.669894,-0.680200,-0.089116
2016-07-14,0.747141,-0.674563,-0.685566,-0.096818
2016-07-13,0.657861,-0.689046,-0.714440,-0.164915
2016-07-12,0.704084,-0.679436,-0.705667,-0.130914
2016-07-11,0.604102,-0.695061,-0.732879,-0.209833
2016-07-08,0.605214,-0.697288,-0.732776,-0.206171
2016-07-07,0.633023,-0.691780,-0.711586,-0.165408
2016-07-06,0.584860,-0.692892,-0.714057,-0.190001
2016-07-05,0.610773,-0.678190,-0.718263,-0.177474
2016-07-04,0.653154,-0.667516,-0.685195,-0.140436
2016-07-01,0.631256,-0.658886,-0.670731,-0.139974
2016-06-30,0.600860,-0.664070,-0.663178,-0.116433
2016-06-29,0.635328,-0.660665,-0.672458,-0.110410
2016-06-28,0.685656,-0.653913,-0.671215,-0.076436
2016-06-27,0.644534,-0.661190,-0.678200,-0.066664
2016-06-24,0.769699,-0.668386,-0.676615,-0.030111
2016-06-23,0.976970,-0.585118,-0.571528,0.100435
2016-06-22,0.936870,-0.594478,-0.591059,0.082417
2016-06-21,0.917887,-0.602068,-0.608878,0.064117
2016-06-20,0.924150,-0.600745,-0.601608,0.079554
2016-06-17,0.846517,-0.618413,-0.617759,0.051637
2016-06-16,0.769790,-0.614895,-0.609484,0.025273
2016-06-15,0.815356,-0.600593,-0.594001,0.020259
2016-06-14,0.809713,-0.589558,-0.575086,0.028087
2016-06-13,0.846081,-0.560128,-0.532965,0.037371
2016-06-10,0.824473,-0.569784,-0.542873,0.029212
2016-06-09,0.867047,-0.567708,-0.538298,0.035218
2016-06-08,0.948066,-0.559518,-0.529078,0.069210
2016-06-07,0.983308,-0.557862,-0.532880,0.071331
2016-06-06,1.026840,-0.563037,-0.531055,0.103799
2016-06-03,1.027501,-0.551231,-0.524241,0.083613
2016-06-02,1.106647,-0.537985,-0.493632,0.142987
2016-06-01,1.123409,-0.541851,-0.505519,0.137924
2016-05-31,1.194692,-0.525446,-0.483333,0.189932
2016-05-30,1.212764,-0.529066,-0.493682,0.187220
2016-05-27,1.144276,-0.538384,-0.512661,0.119882
2016-05-26,1.171097,-0.539694,-0.497701,0.161910
2016-05-25,1.190632,-0.533917,-0.498018,0.160532
2016-05-24,1.209063,-0.522701,-0.480912,0.182953
2016-05-23,1.214170,-0.522742,-0.480220,0.192505
2016-05-20,1.210771,-0.522904,-0.480736,0.193046
2016-05-19,1.183917,-0.524929,-0.490512,0.168716
2016-05-18,1.224348,-0.525503,-0.483843,0.200704
2016-05-17,1.151836,-0.528460,-0.507068,0.142234
2016-05-16,1.175068,-0.530795,-0.506869,0.160105
2016-05-13,1.169619,-0.532340,-0.515801,0.143927
2016-05-12,1.190472,-0.536178,-0.523619,0.149878
2016-05-11,1.137994,-0.529785,-0.523585,0.117178
2016-05-10,1.122414,-0.526129,-0.518931,0.126213
2016-05-09,1.170885,-0.530262,-0.524379,0.156584
2016-05-06,1.205319,-0.532850,-0.521018,0.188192
2016-05-05,1.239717,-0.528159,-0.516063,0.211951
2016-05-04,1.286179,-0.512218,-0.479454,0.251435
2016-05-03,1.246351,-0.513091,-0.488587,0.224499
2016-05-02,1.349947,-0.492476,-0.439261,0.312386
2016-04-29,1.391481,-0.503962,-0.450378,0.328627
2016-04-28,1.386547,-0.467463,-0.478737,0.289315
2016-04-27,1.432780,-0.453734,-0.460433,0.339191
2016-04-26,1.397061,-0.457720,-0.460159,0.331847
2016-04-25,1.385545,-0.466261,-0.472749,0.304565
2016-04-22,1.310574,-0.459712,-0.480259,0.261708
2016-04-21,1.250165,-0.456786,-0.488942,0.234173
2016-04-20,1.180272,-0.468278,-0.519622,0.155954
2016-04-19,1.223280,-0.466771,-0.515936,0.191884
2016-04-18,1.168954,-0.457410,-0.520828,0.161928
2016-04-15,1.151048,-0.481927,-0.533429,0.143197
2016-04-14,1.179907,-0.444570,-0.532458,0.165265
2016-04-13,1.188621,-0.456825,-0.539327,0.161069
2016-04-12,1.190871,-0.451500,-0.546868,0.155759
2016-04-11,1.192984,-0.467195,-0.528597,0.217567
2016-04-08,1.113459,-0.461458,-0.534642,0.178783
2016-04-07,1.081144,-0.470664,-0.531191,0.171937
2016-04-06,1.111801,-0.427797,-0.503818,0.193299
2016-04-05,1.065880,-0.493496,-0.495305,0.154729
2016-04-04,1.119362,-0.483261,-0.464482,0.210728
2016-04-01,1.147993,-0.491790,-0.484122,0.201559
2016-03-31,1.213351,-0.493771,-0.474983,0.245479
2016-03-30,1.219093,-0.493836,-0.475250,0.249964
2016-03-29,1.195273,-0.503543,-0.485300,0.230327
2016-03-24,1.250750,-0.491677,-0.467277,0.273477
2016-03-23,1.329707,-0.490615,-0.458730,0.326512
2016-03-22,1.314127,-0.487199,-0.461238,0.308061
2016-03-21,1.327868,-0.481563,-0.454180,0.303937
2016-03-18,1.291552,-0.487585,-0.455095,0.283486
2016-03-17,1.344951,-0.471019,-0.443830,0.312029
2016-03-16,1.422518,-0.461006,-0.425198,0.358456
2016-03-15,1.466763,-0.457606,-0.406942,0.393391
2016-03-14,1.406998,-0.466642,-0.442507,0.330501
2016-03-11,1.427079,-0.464812,-0.440575,0.345810
2016-03-10,1.404686,-0.520278,-0.537359,0.294265
2016-03-09,1.445738,-0.527225,-0.519167,0.322087
2016-03-08,1.405625,-0.553895,-0.569547,0.246918
2016-03-07,1.446175,-0.525420,-0.540292,0.294273
2016-03-04,1.421997,-0.539057,-0.535192,0.304605
2016-03-03,1.417255,-0.555209,-0.563106,0.285022
2016-03-02,1.415489,-0.531296,-0.531380,0.268105
2016-03-01,1.319045,-0.537925,-0.545725,0.204652
2016-02-29,1.234624,-0.540539,-0.555743,0.177516
2016-02-26,1.268622,-0.525291,-0.522381,0.228260
2016-02-25,1.243048,-0.510075,-0.500722,0.232103
2016-02-24,1.204285,-0.507814,-0.501520,0.216530
2016-02-23,1.321333,-0.501680,-0.469032,0.321626
2016-02-22,1.304546,-0.517130,-0.498910,0.275842
2016-02-19,1.308366,-0.515701,-0.491181,0.284160
2016-02-18,1.361258,-0.504409,-0.478763,0.320832
2016-02-17,1.422937,-0.499509,-0.468671,0.378923
2016-02-16,1.437251,-0.499607,-0.470200,0.388927
2016-02-15,1.382769,-0.506982,-0.475583,0.368956
2016-02-12,1.328288,-0.512807,-0.478842,0.346107
2016-02-11,1.297817,-0.520531,-0.482832,0.313972
2016-02-10,1.390264,-0.507930,-0.475652,0.360106
2016-02-09,1.361992,-0.507895,-0.463184,0.373909
2016-02-08,1.365781,-0.507284,-0.483055,0.348311
2016-02-05,1.479513,-0.483811,-0.455950,0.411128
2016-02-04,1.470109,-0.482292,-0.457246,0.397952
2016-02-03,1.496650,-0.476908,-0.463949,0.394160
2016-02-02,1.499534,-0.468163,-0.463382,0.388571
2016-02-01,1.537771,-0.455835,-0.451374,0.414467
2016-01-29,1.554441,-0.472746,-0.459944,0.433806
2016-01-28,1.625058,-0.443054,-0.414147,0.501108
2016-01-27,1.705637,-0.437190,-0.397474,0.565780
2016-01-26,1.700983,-0.451770,-0.408841,0.561271
2016-01-25,1.740001,-0.441650,-0.387559,0.589705
2016-01-22,1.784325,-0.445020,-0.391853,0.613174
2016-01-21,1.673786,-0.450709,-0.395740,0.555147
2016-01-20,1.719158,-0.408048,-0.340477,0.610994
2016-01-19,1.836420,-0.382250,-0.319918,0.664421
2016-01-18,1.791586,-0.395998,-0.306936,0.661916
2016-01-15,1.775809,-0.403352,-0.313046,0.665670
2016-01-14,1.784759,-0.402584,-0.298781,0.693093
2016-01-13,1.815679,-0.390692,-0.275375,0.733146
2016-01-12,1.886452,-0.379664,-0.245223,0.793927
2016-01-11,1.888642,-0.389351,-0.269517,0.752763
2016-01-08,1.871677,-0.394997,-0.284472,0.711237
2016-01-07,1.909839,-0.387984,-0.275558,0.739697
2016-01-06,1.858642,-0.384120,-0.290510,0.689894
2016-01-05,1.896505,-0.374165,-0.274804,0.731510
2016-01-04,1.888227,-0.364754,-0.257544,0.741836
2015-12-30,1.976069,-0.348207,-0.219804,0.822170
2015-12-29,1.944824,-0.336414,-0.199136,0.828009
2015-12-28,1.888039,-0.345325,-0.228148,0.796925
2015-12-23,1.923516,-0.345068,-0.222975,0.812868
2015-12-22,1.838648,-0.352305,-0.254019,0.763471
2015-12-21,1.794131,-0.369476,-0.290681,0.721513
2015-12-18,1.792444,-0.364737,-0.283253,0.728503
2015-12-17,1.881355,-0.348957,-0.252524,0.795890
2015-12-16,1.959762,-0.341164,-0.250096,0.849434
2015-12-15,1.946698,-0.340297,-0.255349,0.831909
2015-12-14,1.861217,-0.339661,-0.285713,0.715368
2015-12-11,1.825050,-0.354154,-0.309595,0.655360
2015-12-10,1.882547,-0.340321,-0.283814,0.714338
2015-12-09,1.867412,-0.325641,-0.263687,0.721762
2015-12-08,1.834794,-0.314364,-0.243904,0.709267
2015-12-07,1.896991,-0.304916,-0.241358,0.729336
2015-12-04,1.978571,-0.297581,-0.203793,0.835648
2015-12-03,1.944085,-0.312978,-0.254645,0.706132
2015-12-02,1.828081,-0.432115,-0.397356,0.575457
2015-12-01,1.809557,-0.423587,-0.364465,0.576833
2015-11-30,1.774289,-0.412274,-0.364386,0.578282
2015-11-27,1.733409,-0.417678,-0.382006,0.551510
2015-11-26,1.762045,-0.411579,-0.362226,0.588757
2015-11-25,1.737503,-0.414808,-0.363292,0.580517
2015-11-24,1.777366,-0.379731,-0.331671,0.627549
2015-11-23,1.768598,-0.394016,-0.335923,0.667043
2015-11-20,1.703251,-0.388586,-0.342624,0.589723
2015-11-19,1.748700,-0.376290,-0.336789,0.599710
2015-11-18,1.839447,-0.376962,-0.327524,0.639865
2015-11-17,1.857105,-0.379269,-0.319390,0.659293
2015-11-16,1.856221,-0.370800,-0.315391,0.653391
2015-11-13,1.873331,-0.368852,-0.299664,0.680383
2015-11-12,1.952652,-0.365129,-0.295381,0.757560
2015-11-11,1.998241,-0.359490,-0.290917,0.757553
2015-11-10,2.037027,-0.352436,-0.288580,0.774673
2015-11-09,2.074078,-0.319474,-0.231077,0.826763
2015-11-06,1.972351,-0.300801,-0.189629,0.824445
2015-11-05,1.872617,-0.325836,-0.244331,0.738880
2015-11-04,1.813547,-0.330311,-0.255794,0.703859
2015-11-03,1.776790,-0.319030,-0.238407,0.708023
2015-11-02,1.754885,-0.311072,-0.227997,0.711166
2015-10-30,1.690403,-0.322299,-0.245621,0.663026
2015-10-29,1.659688,-0.335611,-0.264027,0.638626
2015-10-28,1.629699,-0.344984,-0.287944,0.580817
2015-10-27,1.602885,-0.346468,-0.284795,0.555157
2015-10-26,1.670049,-0.337397,-0.268983,0.612335
2015-10-23,1.701095,-0.329685,-0.270049,0.625092
2015-10-22,1.662263,-0.356391,-0.283913,0.586518
2015-10-21,1.761280,-0.261805,-0.170391,0.709248
2015-10-20,1.818964,-0.252308,-0.152930,0.769882
2015-10-19,1.744977,-0.279988,-0.201251,0.687771
2015-10-16,1.719151,-0.273280,-0.187924,0.671982
2015-10-15,1.724110,-0.276797,-0.198298,0.667310
2015-10-14,1.738906,-0.269289,-0.205557,0.671300
2015-10-13,1.774697,-0.265497,-0.181231,0.716311
2015-10-12,1.742895,-0.268199,-0.181128,0.703267
2015-10-09,1.787687,-0.262769,-0.163850,0.745775
2015-10-08,1.741586,-0.265465,-0.176138,0.710294
2015-10-07,1.789130,-0.255352,-0.165757,0.744011
2015-10-06,1.808515,-0.256380,-0.173206,0.749707
2015-10-05,1.707748,-0.268233,-0.198411,0.674432
2015-10-02,1.614336,-0.282677,-0.219514,0.599858
2015-10-01,1.699011,-0.261298,-0.210965,0.674093
2015-09-30,1.764840,-0.216561,-0.169851,0.731531
2015-09-29,1.807417,-0.298206,-0.130940,0.721251
2015-09-28,1.834051,-0.292924,-0.139220,0.726495
2015-09-25,1.899393,-0.284263,-0.124665,0.772120
2015-09-24,1.761961,-0.289575,-0.154469,0.684152
2015-09-23,1.833597,-0.295405,-0.150498,0.715092
2015-09-22,1.878694,-0.306212,-0.165413,0.722355
2015-09-21,1.943421,-0.276645,-0.113768,0.800305
2015-09-18,1.878389,-0.284467,-0.126769,0.762023
2015-09-17,2.089823,-0.253631,-0.068532,0.909245
2015-09-16,2.097869,-0.273319,-0.095326,0.890831
2015-09-15,2.040658,-0.278938,-0.111865,0.842312
2015-09-14,1.921191,-0.287177,-0.149068,0.744234
2015-09-11,1.952955,-0.285100,-0.137974,0.770920
2015-09-10,1.974937,-0.280299,-0.123072,0.803616
2015-09-09,2.030247,-0.279827,-0.121031,0.834609
2015-09-08,1.942296,-0.271686,-0.113777,0.795367
2015-09-07,1.927041,-0.280501,-0.126961,0.782587
2015-09-04,1.933395,-0.282408,-0.113358,0.811514
2015-09-03,2.052737,-0.281940,-0.105552,0.879120
2015-09-02,2.088414,-0.248721,-0.040942,0.959443
2015-09-01,2.080668,-0.239552,-0.030412,0.955170
2015-08-31,1.971431,-0.250367,-0.071396,0.857764
2015-08-28,1.924771,-0.262724,-0.093055,0.824236
2015-08-27,2.006289,-0.264163,-0.089789,0.865491
2015-08-26,1.962517,-0.263197,-0.094465,0.845018
2015-08-25,1.960058,-0.268864,-0.092568,0.855361
2015-08-24,1.678181,-0.293847,-0.168898,0.653202
2015-08-21,1.767556,-0.291662,-0.154856,0.697652
2015-08-20,1.766673,-0.297567,-0.164619,0.680834
2015-08-19,1.882393,-0.284017,-0.136276,0.760863
2015-08-18,1.851628,-0.285575,-0.137552,0.747372
2015-08-17,1.818505,-0.300183,-0.154191,0.726728
2015-08-14,1.877094,-0.307242,-0.161218,0.753169
2015-08-13,1.865137,-0.310387,-0.166693,0.737781
2015-08-12,1.830870,-0.317179,-0.179882,0.709858
2015-08-11,1.856911,-0.311801,-0.173305,0.724110
2015-08-10,1.940410,-0.308614,-0.155025,0.780615
2015-08-07,1.934844,-0.309230,-0.156716,0.770158
2015-08-06,1.992643,-0.292796,-0.133309,0.822886
2015-08-05,2.034828,-0.285762,-0.117406,0.857305
2015-08-04,1.851441,-0.294305,-0.148008,0.743909
2015-08-03,1.799180,-0.292085,-0.147672,0.721559
2015-07-31,1.836374,-0.288699,-0.129679,0.759077
2015-07-30,1.895521,-0.298046,-0.146955,0.765474
2015-07-29,1.951116,-0.287396,-0.123880,0.816977
2015-07-28,1.934442,-0.282128,-0.114207,0.816427
2015-07-27,1.888071,-0.281159,-0.126991,0.777965
2015-07-24,1.929720,-0.285216,-0.126462,0.804660
2015-07-23,2.013741,-0.277069,-0.107499,0.862799
2015-07-22,2.020671,-0.274373,-0.097226,0.871709
2015-07-21,2.056233,-0.271202,-0.087876,0.896578
2015-07-20,2.021908,-0.274044,-0.098249,0.871183
2015-07-17,2.064763,-0.277989,-0.086803,0.909607
2015-07-16,2.219944,-0.270980,-0.063454,1.007278
2015-07-15,2.194873,-0.294114,-0.104014,0.971949
2015-07-14,2.311789,-0.276580,-0.059402,1.068359
2015-07-13,2.355600,-0.267529,-0.040565,1.106998
2015-07-10,2.338870,-0.268481,-0.034978,1.121893
2015-07-09,1.977843,-0.291987,-0.182768,1.022279
2015-07-08,1.888536,-0.291341,-0.169200,0.974926
2015-07-07,1.914724,-0.295439,-0.191488,0.958744
2015-07-06,2.107167,-0.291896,-0.160924,1.083722
2015-07-03,2.184766,-0.300215,-0.171362,1.148872
2015-07-02,2.263721,-0.288587,-0.140299,1.197041
2015-07-01,2.204520,-0.262469,-0.112600,1.154502
2015-06-30,2.088933,-0.254378,-0.101146,1.083106
2015-06-29,2.120736,-0.242207,-0.076318,1.127171
2015-06-26,2.251898,-0.242150,-0.058453,1.239300
2015-06-25,2.131283,-0.240730,-0.077047,1.156485
2015-06-24,2.063434,-0.237647,-0.067874,1.113609
2015-06-23,2.141625,-0.233413,-0.052786,1.193493
2015-06-22,2.113699,-0.225813,-0.040018,1.196426
2015-06-19,1.929883,-0.233610,-0.068039,1.064503
2015-06-18,1.973444,-0.235126,-0.052058,1.101800
2015-06-17,1.996096,-0.223136,-0.055664,1.123773
2015-06-16,1.974224,-0.226195,-0.045426,1.133830
2015-06-15,1.933139,-0.216044,-0.028956,1.114850
2015-06-12,2.028786,-0.224547,-0.044848,1.150723
2015-06-11,2.090712,-0.213216,-0.015757,1.182292
2015-06-10,2.173049,-0.210267,-0.011091,1.262580
2015-06-09,2.122434,-0.187811,0.020979,1.233744
2015-06-08,2.007725,-0.209389,-0.012463,1.136995
2015-06-05,1.962770,-0.208720,-0.016013,1.113995
2015-06-04,1.926381,-0.224127,-0.033035,1.083744
2015-06-03,1.937813,-0.203063,-0.020348,1.073225
2015-06-02,1.642723,-0.215745,-0.067428,0.864840
2015-06-01,1.424324,-0.241413,-0.141639,0.660945
2015-05-29,1.460709,-0.246855,-0.142935,0.678133
2015-05-28,1.488132,-0.243371,-0.121030,0.700674
2015-05-27,1.539616,-0.231844,-0.129522,0.737622
2015-05-26,1.558023,-0.238990,-0.103292,0.763940
2015-05-25,1.597401,-0.228463,-0.086493,0.802450
2015-05-22,1.598791,-0.229265,-0.088657,0.803378
2015-05-21,1.625276,-0.237034,-0.090151,0.826172
2015-05-20,1.564203,-0.229527,-0.078951,0.799811
2015-05-19,1.577541,-0.222417,-0.073014,0.806304
2015-05-18,1.654290,-0.206907,-0.051403,0.838659
2015-05-15,1.619375,-0.207328,-0.062376,0.839794
2015-05-14,1.740013,-0.200530,-0.029312,0.881707
2015-05-13,1.629149,-0.207979,-0.043871,0.832715
2015-05-12,1.668358,-0.211442,-0.030691,0.886575
2015-05-11,1.481318,-0.224972,-0.063168,0.745670
2015-05-08,1.404086,-0.228435,-0.069597,0.713090
2015-05-07,1.428180,-0.221319,-0.037038,0.765488
2015-05-06,1.402515,-0.221110,-0.040032,0.720398
2015-05-05,1.209363,-0.217367,-0.024861,0.629006
2015-05-04,1.152600,-0.210363,-0.049355,0.539662
2015-04-30,1.046942,-0.218139,-0.081557,0.464130
2015-04-29,0.926502,-0.236948,-0.130776,0.349600
2015-04-28,0.783101,-0.263641,-0.192488,0.227091
2015-04-27,0.782348,-0.251610,-0.175623,0.243825
2015-04-24,0.767698,-0.257666,-0.185823,0.240354
2015-04-23,0.758673,-0.263255,-0.187129,0.241720
2015-04-22,0.706458,-0.186576,-0.158319,0.197282
2015-04-21,0.662955,-0.196897,-0.180750,0.149328
2015-04-20,0.597671,-0.193417,-0.178292,0.118919
2015-04-17,0.626965,-0.184344,-0.206630,0.122658
2015-04-16,0.650744,-0.190587,-0.205595,0.144625
2015-04-15,0.706674,-0.189671,-0.215182,0.159552
2015-04-14,0.776664,-0.188296,-0.222689,0.203310
2015-04-13,0.808547,-0.186698,-0.240679,0.226657
2015-04-10,0.835001,-0.187431,-0.229800,0.232204
2015-04-09,0.841600,-0.192703,-0.240833,0.235008
2015-04-08,0.854693,-0.231084,-0.220937,0.266778
2015-04-07,0.863227,-0.190623,-0.205096,0.276990
2015-04-02,0.815439,-0.184271,-0.211356,0.288019
2015-04-01,0.774394,-0.182938,-0.232246,0.259257
2015-03-31,0.808462,-0.197733,-0.201314,0.290219
2015-03-30,0.826414,-0.187025,-0.189265,0.295255
2015-03-27,0.860865,-0.204466,-0.179991,0.313457
2015-03-26,0.874127,-0.202685,-0.194670,0.328592
2015-03-25,0.843720,-0.168233,-0.159751,0.326683
2015-03-24,0.844087,-0.158877,-0.155265,0.307403
2015-03-23,0.845746,-0.170322,-0.159789,0.280880
2015-03-20,0.818443,-0.201237,-0.190607,0.230046
2015-03-19,0.814388,-0.184685,-0.174733,0.236609
2015-03-18,0.842579,-0.168740,-0.202195,0.250404
2015-03-17,0.908549,-0.146193,-0.154590,0.328682
2015-03-16,0.870212,-0.164249,-0.170892,0.304672
2015-03-13,0.920064,-0.180841,-0.178166,0.296903
2015-03-12,0.899806,-0.176156,-0.210588,0.250575
2015-03-11,0.871762,-0.162001,-0.213726,0.205094
2015-03-10,0.948345,-0.172528,-0.232727,0.232548
2015-03-09,1.125546,-0.148692,-0.198127,0.309418
2015-03-06,1.202466,-0.133437,-0.172005,0.389035
2015-03-05,1.205078,-0.121920,-0.179376,0.346696
2015-03-04,1.249830,-0.129985,-0.161477,0.378658
2015-03-03,1.245728,-0.134460,-0.156037,0.367065
2015-03-02,1.212629,-0.147442,-0.170090,0.316557
2015-02-27,1.186386,-0.164611,-0.171653,0.312182
2015-02-26,1.160965,-0.167574,-0.211880,0.287360
2015-02-25,1.244873,-0.143324,-0.197082,0.335217
2015-02-24,1.329092,-0.092810,-0.185045,0.400633
2015-02-23,1.311898,-0.140752,-0.195532,0.378119
2015-02-20,1.255201,-0.153693,-0.202654,0.366456
2015-02-19,1.296984,-0.155163,-0.186236,0.420534
2015-02-18,1.273074,-0.147053,-0.192454,0.436890
2015-02-17,1.181216,-0.134474,-0.174248,0.401786
2015-02-16,1.170491,-0.150062,-0.203440,0.396142
2015-02-13,1.144868,-0.159549,-0.201137,0.391376
2015-02-12,1.129128,-0.136278,-0.172592,0.399752
2015-02-11,1.167311,-0.117929,-0.164564,0.433934
2015-02-10,1.190667,-0.125387,-0.165137,0.450065
2015-02-09,1.163833,-0.134099,-0.157744,0.409402
2015-02-06,1.158197,-0.134725,-0.173601,0.399707
2015-02-05,1.171523,-0.127443,-0.149354,0.399083
2015-02-04,1.177088,-0.132824,-0.153620,0.382765
2015-02-03,1.143340,-0.132961,-0.132738,0.340380
2015-02-02,1.088798,-0.122697,-0.132768,0.299321
2015-01-30,1.152699,-0.126658,-0.096702,0.340040
2015-01-29,1.206429,-0.133972,-0.099313,0.359456
2015-01-28,1.231783,-0.103327,-0.073985,0.374186
2015-01-27,1.256238,-0.097633,-0.064083,0.369854
2015-01-26,1.241976,-0.111350,-0.064098,0.345998
2015-01-23,1.285700,-0.122377,-0.103586,0.337437
2015-01-22,1.609311,-0.129165,-0.115847,0.587508
2015-01-21,1.433287,-0.075114,-0.039997,0.498428
2015-01-20,1.410944,-0.187378,-0.160417,0.460528
2015-01-19,1.408970,-0.206333,-0.187657,0.437808
2015-01-16,1.424894,-0.202560,-0.186164,0.433248
2015-01-15,1.429015,-0.199452,-0.178354,0.448546
2015-01-14,1.392751,-0.169641,-0.143970,0.445380
2015-01-13,1.485829,-0.167066,-0.126465,0.516536
2015-01-12,1.487707,-0.163688,-0.121724,0.520368
2015-01-09,1.592031,-0.164007,-0.111212,0.580569
2015-01-08,1.559340,-0.154044,-0.101783,0.568022
2015-01-07,1.501282,-0.150669,-0.106869,0.526105
2015-01-06,1.477978,-0.136753,-0.107876,0.467760
2015-01-05,1.636647,-0.145159,-0.110713,0.522522
2015-01-02,1.685149,-0.148279,-0.111714,0.541228
2014-12-31,1.766267,-0.149791,-0.107534,0.578924
2014-12-30,1.761830,-0.146744,-0.103979,0.578355
2014-12-29,1.773896,-0.135957,-0.086912,0.599100
2014-12-24,1.857590,-0.128529,-0.069692,0.649243
2014-12-23,1.853451,-0.125615,-0.066312,0.648628
2014-12-22,1.860122,-0.122232,-0.060912,0.655818
2014-12-19,1.862390,-0.119398,-0.055415,0.665257
2014-12-18,1.869864,-0.111720,-0.042874,0.681447
2014-12-17,1.775889,-0.104606,-0.040186,0.643247
2014-12-16,1.755481,-0.098613,-0.033248,0.639774
2014-12-15,1.867732,-0.094878,-0.018843,0.699702
2014-12-12,1.865544,-0.096918,-0.021945,0.696311
2014-12-11,1.918376,-0.092163,-0.010583,0.729032
2014-12-10,1.960604,-0.090831,-0.006747,0.745425
2014-12-09,1.985215,-0.092649,-0.007935,0.753244
2014-12-08,2.041077,-0.095689,-0.009447,0.770681
