"Tarih,""Şimdi"",""Açılış"",""Yüksek"",""Düşük"",""Hac."",""Fark %"""
"25.07.2023,""9.537,19"",""9.538,69"",""9.539,68"",""9.537,19"","""",""-0,07%"""
"29.10.2012,""7.728,60"",""7.749,40"",""7.779,70"",""7.684,50"",""122,89M"",""-0,60%"""
"26.10.2012,""7.775,60"",""7.708,40"",""7.803,70"",""7.665,60"",""162,98M"",""-0,05%"""
"25.10.2012,""7.779,20"",""7.780,60"",""7.851,30"",""7.766,30"",""127,76M"",""-0,16%"""
"24.10.2012,""7.791,50"",""7.773,10"",""7.819,70"",""7.653,20"",""141,52M"",""0,57%"""
"23.10.2012,""7.747,70"",""7.863,90"",""7.886,60"",""7.699,80"",""153,87M"",""-1,64%"""
"22.10.2012,""7.877,10"",""7.911,20"",""7.955,70"",""7.841,50"",""139,77M"",""-0,46%"""
"19.10.2012,""7.913,40"",""8.053,80"",""8.070,60"",""7.880,90"",""197,26M"",""-2,31%"""
"18.10.2012,""8.100,30"",""8.143,80"",""8.156,60"",""8.035,50"",""189,46M"",""-0,34%"""
"17.10.2012,""8.128,20"",""8.005,80"",""8.131,90"",""7.987,00"",""279,96M"",""2,37%"""
"16.10.2012,""7.940,20"",""7.747,00"",""7.941,80"",""7.741,60"",""218,38M"",""3,41%"""
"15.10.2012,""7.678,50"",""7.653,90"",""7.723,40"",""7.624,70"",""111,71M"",""0,34%"""
"12.10.2012,""7.652,40"",""7.724,00"",""7.791,50"",""7.652,40"",""112,35M"",""-1,06%"""
"11.10.2012,""7.734,70"",""7.615,40"",""7.777,70"",""7.565,50"",""148,86M"",""0,87%"""
"10.10.2012,""7.668,00"",""7.705,70"",""7.765,10"",""7.664,50"",""164,97M"",""-1,00%"""
"09.10.2012,""7.745,40"",""7.893,70"",""7.901,50"",""7.734,90"",""182,72M"",""-1,85%"""
"08.10.2012,""7.891,00"",""7.910,50"",""7.913,10"",""7.855,20"",""112,26M"",""-0,80%"""
"05.10.2012,""7.954,40"",""7.848,40"",""7.972,80"",""7.825,50"",""142,99M"",""1,81%"""
"04.10.2012,""7.812,80"",""7.866,10"",""7.913,30"",""7.784,40"",""125,26M"",""-0,18%"""
"03.10.2012,""7.826,70"",""7.840,70"",""7.900,80"",""7.802,30"",""186,84M"",""-0,51%"""
"02.10.2012,""7.867,10"",""7.728,00"",""7.913,70"",""7.710,20"",""141,83M"",""1,07%"""
"01.10.2012,""7.784,10"",""7.712,80"",""7.838,50"",""7.703,00"",""156,30M"",""0,98%"""
"28.09.2012,""7.708,50"",""7.908,70"",""7.939,20"",""7.678,70"",""175,96M"",""-1,71%"""
"27.09.2012,""7.842,30"",""7.896,00"",""7.914,80"",""7.790,60"",""145,56M"",""-0,15%"""
"26.09.2012,""7.854,40"",""8.080,60"",""8.082,50"",""7.840,40"",""252,68M"",""-3,92%"""
"25.09.2012,""8.175,00"",""8.125,60"",""8.197,90"",""8.117,50"",""125,01M"",""0,45%"""
"24.09.2012,""8.138,40"",""8.165,90"",""8.182,10"",""8.082,90"",""107,28M"",""-1,12%"""
"21.09.2012,""8.230,70"",""8.063,50"",""8.230,70"",""8.035,90"",""340,75M"",""2,60%"""
"20.09.2012,""8.022,10"",""8.034,30"",""8.088,00"",""7.961,40"",""168,75M"",""-0,95%"""
"19.09.2012,""8.098,80"",""8.094,90"",""8.149,40"",""8.031,50"",""177,13M"",""0,50%"""
"18.09.2012,""8.058,30"",""8.085,00"",""8.099,70"",""7.949,10"",""163,76M"",""-1,10%"""
"17.09.2012,""8.148,00"",""8.087,60"",""8.156,60"",""8.049,60"",""168,23M"",""-0,08%"""
"14.09.2012,""8.154,50"",""8.101,90"",""8.231,00"",""8.087,50"",""288,95M"",""2,75%"""
"13.09.2012,""7.935,90"",""7.957,60"",""7.968,30"",""7.865,10"",""161,50M"",""-0,70%"""
"12.09.2012,""7.992,10"",""7.972,50"",""8.076,60"",""7.928,70"",""234,37M"",""0,78%"""
"11.09.2012,""7.930,40"",""7.820,10"",""7.933,40"",""7.730,00"",""168,45M"",""0,93%"""
"10.09.2012,""7.857,70"",""7.839,40"",""7.890,80"",""7.796,90"",""167,64M"",""-0,32%"""
"07.09.2012,""7.882,80"",""7.882,10"",""8.027,00"",""7.834,40"",""306,83M"",""0,26%"""
"06.09.2012,""7.862,00"",""7.536,20"",""7.864,90"",""7.533,00"",""304,45M"",""4,91%"""
"05.09.2012,""7.494,00"",""7.468,70"",""7.562,40"",""7.421,60"",""161,52M"",""0,08%"""
"04.09.2012,""7.488,20"",""7.460,60"",""7.542,80"",""7.444,20"",""173,20M"",""0,73%"""
"03.09.2012,""7.434,20"",""7.398,50"",""7.442,10"",""7.351,20"",""107,27M"",""0,18%"""
"31.08.2012,""7.420,50"",""7.173,70"",""7.424,70"",""7.161,40"",""302,46M"",""3,13%"""
"30.08.2012,""7.195,00"",""7.278,10"",""7.304,70"",""7.178,80"",""124,95M"",""-1,52%"""
"29.08.2012,""7.306,00"",""7.339,20"",""7.365,40"",""7.274,30"",""137,26M"",""-0,37%"""
"28.08.2012,""7.333,50"",""7.391,70"",""7.404,10"",""7.284,20"",""108,40M"",""-0,88%"""
"27.08.2012,""7.398,90"",""7.293,80"",""7.398,90"",""7.216,80"",""102,65M"",""1,21%"""
"24.08.2012,""7.310,30"",""7.259,80"",""7.323,10"",""7.183,00"",""107,76M"",""0,38%"""
"23.08.2012,""7.282,90"",""7.391,50"",""7.427,00"",""7.176,90"",""145,12M"",""-0,79%"""
"22.08.2012,""7.340,70"",""7.495,20"",""7.516,00"",""7.326,40"",""159,61M"",""-2,70%"""
"21.08.2012,""7.544,50"",""7.468,90"",""7.558,40"",""7.430,40"",""128,24M"",""1,00%"""
"20.08.2012,""7.469,60"",""7.557,00"",""7.645,00"",""7.387,40"",""201,82M"",""-1,21%"""
"17.08.2012,""7.561,00"",""7.463,20"",""7.612,10"",""7.452,50"",""276,57M"",""1,94%"""
"16.08.2012,""7.417,30"",""7.140,80"",""7.419,30"",""7.123,30"",""230,81M"",""4,05%"""
"15.08.2012,""7.128,90"",""7.111,30"",""7.146,70"",""7.066,80"",""71,59M"",""0,06%"""
"14.08.2012,""7.124,80"",""7.109,10"",""7.153,10"",""7.074,30"",""113,79M"",""0,78%"""
"13.08.2012,""7.069,60"",""7.036,80"",""7.119,80"",""6.991,90"",""104,72M"",""0,31%"""
"10.08.2012,""7.047,70"",""7.068,70"",""7.079,90"",""6.962,20"",""141,57M"",""-0,88%"""
"09.08.2012,""7.110,20"",""7.189,20"",""7.235,80"",""7.026,60"",""195,99M"",""-0,56%"""
"08.08.2012,""7.150,20"",""7.184,50"",""7.232,20"",""7.039,80"",""190,32M"",""-0,84%"""
"07.08.2012,""7.211,10"",""7.018,70"",""7.218,70"",""7.013,00"",""263,13M"",""2,23%"""
"06.08.2012,""7.053,60"",""6.751,80"",""7.061,90"",""6.738,40"",""227,93M"",""4,41%"""
"03.08.2012,""6.755,70"",""6.377,10"",""6.755,70"",""6.296,10"",""247,05M"",""6,00%"""
"02.08.2012,""6.373,40"",""6.690,20"",""6.864,60"",""6.364,80"",""326,80M"",""-5,16%"""
"01.08.2012,""6.720,00"",""6.715,20"",""6.787,20"",""6.569,20"",""164,43M"",""-0,27%"""
"31.07.2012,""6.738,10"",""6.804,00"",""6.913,70"",""6.691,10"",""212,51M"",""-0,94%"""
"30.07.2012,""6.801,80"",""6.625,70"",""6.805,50"",""6.589,20"",""284,31M"",""2,78%"""
"27.07.2012,""6.617,60"",""6.403,10"",""6.617,60"",""6.244,20"",""282,90M"",""3,91%"""
"26.07.2012,""6.368,80"",""5.958,20"",""6.368,80"",""5.955,00"",""352,31M"",""6,06%"""
"25.07.2012,""6.004,90"",""5.950,40"",""6.093,10"",""5.939,40"",""201,59M"",""0,82%"""
"24.07.2012,""5.956,30"",""6.252,10"",""6.254,60"",""5.950,80"",""235,09M"",""-3,58%"""
"23.07.2012,""6.177,40"",""6.157,00"",""6.240,50"",""5.905,30"",""381,20M"",""-1,10%"""
"20.07.2012,""6.246,30"",""6.623,40"",""6.668,10"",""6.232,60"",""420,76M"",""-5,82%"""
"19.07.2012,""6.632,60"",""6.625,20"",""6.682,50"",""6.579,50"",""205,90M"",""0,63%"""
"18.07.2012,""6.591,20"",""6.595,10"",""6.607,80"",""6.497,20"",""267,88M"",""0,50%"""
"17.07.2012,""6.558,20"",""6.573,20"",""6.642,60"",""6.529,70"",""202,33M"",""0,40%"""
"16.07.2012,""6.532,10"",""6.631,30"",""6.659,20"",""6.485,10"",""204,86M"",""-1,99%"""
"13.07.2012,""6.664,60"",""6.620,60"",""6.687,50"",""6.563,30"",""195,77M"",""0,52%"""
"12.07.2012,""6.630,10"",""6.749,00"",""6.755,30"",""6.600,80"",""233,86M"",""-2,58%"""
"11.07.2012,""6.805,90"",""6.693,10"",""6.829,70"",""6.679,00"",""221,00M"",""1,17%"""
"10.07.2012,""6.726,90"",""6.723,60"",""6.812,20"",""6.638,20"",""204,16M"",""0,58%"""
"09.07.2012,""6.688,30"",""6.738,20"",""6.785,70"",""6.611,60"",""285,05M"",""-0,75%"""
"06.07.2012,""6.738,90"",""6.910,50"",""6.921,20"",""6.726,70"",""329,28M"",""-3,10%"""
"05.07.2012,""6.954,20"",""7.148,30"",""7.180,80"",""6.912,20"",""256,42M"",""-2,99%"""
"04.07.2012,""7.168,50"",""7.173,60"",""7.202,70"",""7.116,20"",""164,93M"",""-0,71%"""
"03.07.2012,""7.219,50"",""7.143,50"",""7.219,50"",""7.122,20"",""238,49M"",""1,34%"""
"02.07.2012,""7.124,00"",""7.082,40"",""7.178,40"",""7.036,90"",""272,36M"",""0,31%"""
"29.06.2012,""7.102,20"",""6.939,20"",""7.102,20"",""6.872,50"",""445,21M"",""5,66%"""
"28.06.2012,""6.721,70"",""6.666,20"",""6.724,50"",""6.593,50"",""205,11M"",""0,82%"""
"27.06.2012,""6.666,90"",""6.576,80"",""6.666,90"",""6.513,00"",""250,55M"",""2,12%"""
"26.06.2012,""6.528,40"",""6.590,30"",""6.708,30"",""6.512,30"",""218,00M"",""-1,44%"""
"25.06.2012,""6.624,00"",""6.844,60"",""6.857,50"",""6.612,30"",""235,45M"",""-3,67%"""
"22.06.2012,""6.876,30"",""6.716,90"",""6.960,00"",""6.697,10"",""276,90M"",""1,52%"""
"21.06.2012,""6.773,50"",""6.729,50"",""6.914,90"",""6.675,40"",""247,86M"",""-0,33%"""
"20.06.2012,""6.796,10"",""6.715,70"",""6.806,90"",""6.668,20"",""217,64M"",""1,53%"""
"19.06.2012,""6.693,90"",""6.546,50"",""6.717,40"",""6.479,40"",""212,73M"",""2,67%"""
"18.06.2012,""6.519,90"",""6.855,80"",""6.862,60"",""6.503,30"",""277,03M"",""-2,96%"""
"15.06.2012,""6.719,00"",""6.744,00"",""6.829,80"",""6.659,00"",""506,76M"",""0,34%"""
"14.06.2012,""6.696,00"",""6.582,00"",""6.696,40"",""6.558,60"",""219,61M"",""1,22%"""
"13.06.2012,""6.615,30"",""6.529,30"",""6.639,00"",""6.490,70"",""214,98M"",""1,42%"""
"12.06.2012,""6.522,50"",""6.509,70"",""6.593,30"",""6.439,30"",""254,54M"",""0,09%"""
"11.06.2012,""6.516,40"",""6.897,60"",""6.940,30"",""6.498,10"",""362,91M"",""-0,54%"""
"08.06.2012,""6.552,00"",""6.391,80"",""6.578,50"",""6.323,60"",""242,09M"",""1,77%"""
"07.06.2012,""6.438,10"",""6.449,10"",""6.538,40"",""6.421,50"",""270,69M"",""0,30%"""
"06.06.2012,""6.418,90"",""6.312,60"",""6.465,90"",""6.276,20"",""277,32M"",""2,41%"""
"05.06.2012,""6.267,80"",""6.293,20"",""6.332,70"",""6.231,30"",""205,62M"",""0,45%"""
"04.06.2012,""6.239,50"",""5.998,90"",""6.273,30"",""5.987,80"",""205,10M"",""2,88%"""
"01.06.2012,""6.065,00"",""6.109,70"",""6.152,70"",""5.994,10"",""347,83M"",""-0,41%"""
"31.05.2012,""6.089,80"",""6.134,40"",""6.167,90"",""6.012,00"",""402,04M"",""-0,01%"""
"30.05.2012,""6.090,40"",""6.184,80"",""6.303,20"",""6.073,70"",""331,14M"",""-2,58%"""
"29.05.2012,""6.251,70"",""6.432,80"",""6.449,10"",""6.221,40"",""280,79M"",""-2,34%"""
"28.05.2012,""6.401,20"",""6.585,20"",""6.620,60"",""6.392,10"",""225,61M"",""-2,17%"""
"25.05.2012,""6.543,00"",""6.542,30"",""6.612,80"",""6.458,40"",""181,67M"",""0,13%"""
"24.05.2012,""6.534,40"",""6.495,70"",""6.589,30"",""6.357,10"",""239,10M"",""1,46%"""
"23.05.2012,""6.440,50"",""6.579,10"",""6.603,30"",""6.420,40"",""254,66M"",""-3,31%"""
"22.05.2012,""6.661,30"",""6.565,40"",""6.683,00"",""6.520,20"",""205,44M"",""2,10%"""
"21.05.2012,""6.524,00"",""6.571,50"",""6.605,50"",""6.455,10"",""211,51M"",""-0,65%"""
"18.05.2012,""6.566,70"",""6.400,20"",""6.626,90"",""6.380,20"",""393,74M"",""0,44%"""
"17.05.2012,""6.537,90"",""6.635,30"",""6.652,60"",""6.434,70"",""251,83M"",""-1,11%"""
"16.05.2012,""6.611,50"",""6.621,30"",""6.758,90"",""6.536,20"",""325,32M"",""-1,33%"""
"15.05.2012,""6.700,70"",""6.848,40"",""6.892,90"",""6.644,00"",""255,00M"",""-1,60%"""
"14.05.2012,""6.809,40"",""6.896,60"",""6.907,00"",""6.762,80"",""219,61M"",""-2,66%"""
"11.05.2012,""6.995,60"",""6.958,10"",""7.027,30"",""6.789,30"",""307,60M"",""-0,71%"""
"10.05.2012,""7.045,70"",""6.905,40"",""7.079,40"",""6.843,90"",""350,19M"",""3,42%"""
"09.05.2012,""6.812,70"",""7.017,00"",""7.022,30"",""6.732,60"",""371,38M"",""-2,77%"""
"08.05.2012,""7.006,90"",""7.050,90"",""7.175,70"",""6.967,70"",""265,16M"",""-0,80%"""
"07.05.2012,""7.063,20"",""6.766,20"",""7.078,20"",""6.743,20"",""205,94M"",""2,72%"""
"04.05.2012,""6.876,00"",""6.856,00"",""6.989,60"",""6.820,40"",""238,11M"",""0,35%"""
"03.05.2012,""6.851,90"",""6.868,70"",""6.992,00"",""6.828,10"",""200,81M"",""0,29%"""
"02.05.2012,""6.831,90"",""7.100,90"",""7.117,60"",""6.776,50"",""260,73M"",""-2,55%"""
"30.04.2012,""7.011,00"",""7.182,50"",""7.208,30"",""7.002,00"",""200,84M"",""-1,89%"""
"27.04.2012,""7.145,80"",""6.906,20"",""7.184,80"",""6.840,80"",""260,33M"",""1,69%"""
"26.04.2012,""7.027,10"",""7.151,70"",""7.159,80"",""6.955,10"",""286,93M"",""-1,29%"""
"25.04.2012,""7.118,90"",""7.036,30"",""7.202,90"",""7.034,00"",""304,91M"",""1,70%"""
"24.04.2012,""6.999,90"",""6.868,60"",""7.010,40"",""6.848,70"",""280,72M"",""2,24%"""
"23.04.2012,""6.846,60"",""6.986,70"",""6.993,80"",""6.811,20"",""323,96M"",""-2,76%"""
"20.04.2012,""7.040,60"",""6.936,70"",""7.058,80"",""6.858,30"",""405,54M"",""1,92%"""
"19.04.2012,""6.908,10"",""7.122,10"",""7.151,10"",""6.907,00"",""380,13M"",""-2,42%"""
"18.04.2012,""7.079,20"",""7.354,50"",""7.364,00"",""7.079,20"",""386,70M"",""-3,99%"""
"17.04.2012,""7.373,30"",""7.157,80"",""7.373,30"",""7.136,80"",""286,42M"",""2,28%"""
"16.04.2012,""7.209,10"",""7.232,00"",""7.331,40"",""7.186,60"",""253,82M"",""-0,57%"""
"13.04.2012,""7.250,60"",""7.468,70"",""7.485,50"",""7.218,40"",""345,67M"",""-3,58%"""
"12.04.2012,""7.520,00"",""7.610,70"",""7.619,40"",""7.400,80"",""308,03M"",""-0,75%"""
"11.04.2012,""7.576,70"",""7.448,70"",""7.588,20"",""7.412,90"",""290,57M"",""1,93%"""
"10.04.2012,""7.433,60"",""7.582,50"",""7.633,50"",""7.433,60"",""290,37M"",""-2,96%"""
"05.04.2012,""7.660,50"",""7.681,80"",""7.712,80"",""7.545,10"",""194,45M"",""0,00%"""
"04.04.2012,""7.660,70"",""7.809,30"",""7.833,70"",""7.634,30"",""347,35M"",""-2,09%"""
"03.04.2012,""7.824,50"",""8.032,20"",""8.072,60"",""7.824,50"",""224,11M"",""-2,71%"""
"02.04.2012,""8.042,80"",""8.024,70"",""8.042,80"",""7.866,80"",""244,56M"",""0,43%"""
"30.03.2012,""8.008,00"",""7.945,70"",""8.015,10"",""7.903,10"",""259,62M"",""1,23%"""
"29.03.2012,""7.911,00"",""7.965,20"",""8.022,50"",""7.866,40"",""280,01M"",""-0,87%"""
"28.03.2012,""7.980,80"",""8.136,60"",""8.180,10"",""7.963,70"",""244,33M"",""-1,96%"""
"27.03.2012,""8.140,30"",""8.284,90"",""8.345,70"",""8.131,00"",""256,27M"",""-1,03%"""
"26.03.2012,""8.224,70"",""8.310,80"",""8.310,80"",""8.114,90"",""199,20M"",""-0,69%"""
"23.03.2012,""8.281,80"",""8.360,40"",""8.386,80"",""8.192,60"",""249,69M"",""-0,86%"""
"22.03.2012,""8.353,60"",""8.449,10"",""8.463,40"",""8.311,30"",""255,50M"",""-1,62%"""
"21.03.2012,""8.490,90"",""8.602,80"",""8.625,50"",""8.432,30"",""228,47M"",""-0,89%"""
"20.03.2012,""8.567,50"",""8.576,70"",""8.606,20"",""8.508,30"",""185,87M"",""-0,28%"""
"19.03.2012,""8.591,80"",""8.478,30"",""8.591,80"",""8.443,50"",""197,67M"",""1,24%"""
"16.03.2012,""8.486,30"",""8.450,00"",""8.486,30"",""8.379,40"",""424,10M"",""0,71%"""
"15.03.2012,""8.426,70"",""8.401,40"",""8.429,80"",""8.322,10"",""251,31M"",""0,42%"""
"14.03.2012,""8.391,10"",""8.423,40"",""8.499,70"",""8.373,40"",""261,39M"",""0,17%"""
"13.03.2012,""8.376,80"",""8.243,50"",""8.378,50"",""8.219,20"",""202,58M"",""2,40%"""
"12.03.2012,""8.180,20"",""8.276,70"",""8.296,40"",""8.159,50"",""283,68M"",""-1,24%"""
"09.03.2012,""8.282,70"",""8.321,60"",""8.340,00"",""8.233,30"",""240,62M"",""-0,30%"""
"08.03.2012,""8.307,40"",""8.221,30"",""8.307,40"",""8.147,90"",""239,94M"",""1,78%"""
"07.03.2012,""8.161,80"",""8.164,70"",""8.202,20"",""8.081,60"",""289,62M"",""-0,06%"""
"06.03.2012,""8.166,60"",""8.423,80"",""8.426,40"",""8.166,60"",""287,92M"",""-3,39%"""
"05.03.2012,""8.453,50"",""8.514,20"",""8.540,60"",""8.421,00"",""167,06M"",""-1,28%"""
"02.03.2012,""8.563,40"",""8.566,80"",""8.602,20"",""8.520,10"",""151,56M"",""0,18%"""
"01.03.2012,""8.547,70"",""8.442,00"",""8.567,80"",""8.401,90"",""199,09M"",""0,97%"""
"29.02.2012,""8.465,90"",""8.538,50"",""8.628,40"",""8.438,30"",""234,67M"",""-0,71%"""
"28.02.2012,""8.526,70"",""8.558,20"",""8.595,00"",""8.461,30"",""197,82M"",""-0,12%"""
"27.02.2012,""8.537,20"",""8.483,30"",""8.549,70"",""8.429,10"",""169,65M"",""0,11%"""
"24.02.2012,""8.527,70"",""8.553,10"",""8.568,20"",""8.456,40"",""193,67M"",""0,00%"""
"23.02.2012,""8.527,70"",""8.637,90"",""8.672,30"",""8.482,30"",""249,96M"",""-1,49%"""
"22.02.2012,""8.657,00"",""8.775,30"",""8.778,10"",""8.654,50"",""179,46M"",""-1,26%"""
"21.02.2012,""8.767,10"",""8.825,20"",""8.864,40"",""8.695,90"",""190,68M"",""-0,58%"""
"20.02.2012,""8.818,10"",""8.726,60"",""8.818,10"",""8.715,50"",""161,96M"",""1,86%"""
"17.02.2012,""8.657,00"",""8.647,80"",""8.708,10"",""8.612,90"",""258,81M"",""1,16%"""
"16.02.2012,""8.558,10"",""8.649,20"",""8.651,70"",""8.476,80"",""305,25M"",""-2,10%"""
"15.02.2012,""8.741,60"",""8.820,20"",""8.853,40"",""8.719,10"",""151,60M"",""-0,35%"""
"14.02.2012,""8.771,90"",""8.760,30"",""8.832,80"",""8.721,50"",""149,30M"",""-0,19%"""
"13.02.2012,""8.788,30"",""8.856,10"",""8.883,30"",""8.772,20"",""145,67M"",""-0,10%"""
"10.02.2012,""8.797,10"",""8.851,60"",""8.860,40"",""8.746,30"",""172,34M"",""-1,18%"""
"09.02.2012,""8.902,10"",""8.879,00"",""8.967,40"",""8.868,20"",""195,27M"",""0,60%"""
"08.02.2012,""8.849,30"",""8.859,40"",""8.921,70"",""8.841,60"",""199,36M"",""0,03%"""
"07.02.2012,""8.846,90"",""8.841,70"",""8.856,90"",""8.725,80"",""178,25M"",""0,13%"""
"06.02.2012,""8.835,30"",""8.833,80"",""8.841,80"",""8.751,10"",""179,78M"",""-0,29%"""
"03.02.2012,""8.861,20"",""8.748,80"",""8.861,20"",""8.733,20"",""260,45M"",""1,01%"""
"02.02.2012,""8.772,30"",""8.724,00"",""8.782,00"",""8.689,30"",""210,82M"",""0,87%"""
"01.02.2012,""8.696,60"",""8.558,60"",""8.726,80"",""8.551,40"",""223,56M"",""2,20%"""
"31.01.2012,""8.509,20"",""8.537,80"",""8.576,90"",""8.489,40"",""229,79M"",""-0,09%"""
"30.01.2012,""8.517,00"",""8.588,40"",""8.624,20"",""8.496,70"",""177,90M"",""-1,62%"""
"27.01.2012,""8.657,30"",""8.670,90"",""8.746,60"",""8.624,80"",""171,54M"",""-0,65%"""
"26.01.2012,""8.713,80"",""8.594,90"",""8.721,60"",""8.583,60"",""223,13M"",""1,85%"""
"25.01.2012,""8.555,40"",""8.618,50"",""8.638,70"",""8.463,00"",""213,60M"",""-0,42%"""
"24.01.2012,""8.591,40"",""8.551,50"",""8.597,00"",""8.519,00"",""214,93M"",""-0,33%"""
"23.01.2012,""8.619,60"",""8.552,70"",""8.667,50"",""8.529,20"",""219,16M"",""0,67%"""
"20.01.2012,""8.561,90"",""8.610,40"",""8.612,40"",""8.526,30"",""271,03M"",""-0,49%"""
"19.01.2012,""8.603,80"",""8.464,60"",""8.603,80"",""8.433,90"",""316,96M"",""2,17%"""
"18.01.2012,""8.420,70"",""8.539,40"",""8.581,80"",""8.411,00"",""231,35M"",""-1,34%"""
"17.01.2012,""8.535,30"",""8.551,30"",""8.575,00"",""8.447,40"",""203,48M"",""1,01%"""
"16.01.2012,""8.449,60"",""8.368,40"",""8.483,60"",""8.354,60"",""143,47M"",""-0,01%"""
"13.01.2012,""8.450,60"",""8.501,10"",""8.548,20"",""8.367,40"",""243,07M"",""0,28%"""
"12.01.2012,""8.427,00"",""8.455,90"",""8.575,90"",""8.419,00"",""265,51M"",""0,00%"""
"11.01.2012,""8.426,80"",""8.463,10"",""8.521,20"",""8.371,30"",""234,07M"",""-0,54%"""
"10.01.2012,""8.472,90"",""8.341,10"",""8.486,10"",""8.339,00"",""200,52M"",""2,34%"""
"09.01.2012,""8.278,90"",""8.314,50"",""8.404,40"",""8.250,10"",""173,95M"",""-0,12%"""
"06.01.2012,""8.289,10"",""8.369,70"",""8.445,90"",""8.233,80"",""153,76M"",""-0,49%"""
"05.01.2012,""8.329,60"",""8.598,70"",""8.598,70"",""8.301,20"",""192,70M"",""-2,94%"""
"04.01.2012,""8.581,80"",""8.683,40"",""8.701,30"",""8.526,80"",""243,80M"",""-1,72%"""
"03.01.2012,""8.732,40"",""8.739,20"",""8.743,30"",""8.597,10"",""186,69M"",""0,10%"""
"02.01.2012,""8.723,80"",""8.558,00"",""8.724,20"",""8.557,40"",""102,66M"",""1,84%"""
"30.12.2011,""8.566,30"",""8.551,30"",""8.571,70"",""8.485,50"",""89,13M"",""0,92%"""
"29.12.2011,""8.487,90"",""8.409,50"",""8.487,90"",""8.307,20"",""97,82M"",""1,55%"""
"28.12.2011,""8.358,40"",""8.516,90"",""8.560,40"",""8.344,90"",""97,46M"",""-2,01%"""
"27.12.2011,""8.529,60"",""8.536,50"",""8.585,80"",""8.492,90"",""70,03M"",""-0,15%"""
"23.12.2011,""8.542,70"",""8.539,70"",""8.568,50"",""8.521,30"",""76,69M"",""0,94%"""
"22.12.2011,""8.462,90"",""8.401,80"",""8.488,80"",""8.401,80"",""117,95M"",""1,01%"""
"21.12.2011,""8.378,40"",""8.535,00"",""8.606,50"",""8.317,20"",""191,47M"",""-0,90%"""
"20.12.2011,""8.454,40"",""8.247,80"",""8.454,40"",""8.215,40"",""184,44M"",""2,44%"""
"19.12.2011,""8.253,00"",""8.131,40"",""8.354,00"",""8.120,90"",""163,04M"",""0,60%"""
"16.12.2011,""8.203,40"",""8.306,80"",""8.322,70"",""8.153,10"",""366,66M"",""-0,57%"""
"15.12.2011,""8.250,40"",""8.201,30"",""8.313,20"",""8.172,60"",""205,00M"",""0,84%"""
"14.12.2011,""8.182,00"",""8.281,10"",""8.370,50"",""8.182,00"",""177,40M"",""-1,75%"""
"13.12.2011,""8.327,80"",""8.412,60"",""8.443,80"",""8.260,90"",""210,15M"",""-0,63%"""
"12.12.2011,""8.381,00"",""8.600,10"",""8.609,40"",""8.381,00"",""156,32M"",""-3,11%"""
"09.12.2011,""8.649,70"",""8.387,80"",""8.659,10"",""8.382,10"",""211,50M"",""2,23%"""
"08.12.2011,""8.461,20"",""8.697,90"",""8.766,70"",""8.435,20"",""244,97M"",""-2,12%"""
"07.12.2011,""8.644,30"",""8.789,80"",""8.844,20"",""8.511,80"",""262,73M"",""-0,79%"""
"06.12.2011,""8.712,80"",""8.665,30"",""8.746,70"",""8.633,60"",""135,24M"",""0,08%"""
"05.12.2011,""8.705,80"",""8.638,20"",""8.738,00"",""8.634,30"",""179,73M"",""1,72%"""
"02.12.2011,""8.558,60"",""8.506,20"",""8.624,50"",""8.497,30"",""214,20M"",""1,63%"""
"01.12.2011,""8.421,00"",""8.441,00"",""8.491,50"",""8.369,50"",""176,85M"",""-0,34%"""
"30.11.2011,""8.449,50"",""8.033,80"",""8.452,80"",""8.017,80"",""332,72M"",""3,96%"""
"29.11.2011,""8.128,00"",""8.072,50"",""8.181,40"",""7.989,70"",""167,35M"",""0,10%"""
"28.11.2011,""8.119,90"",""7.881,80"",""8.119,90"",""7.858,10"",""225,50M"",""4,59%"""
"25.11.2011,""7.763,50"",""7.732,30"",""7.778,80"",""7.601,20"",""141,86M"",""0,54%"""
"24.11.2011,""7.721,80"",""7.822,10"",""7.877,10"",""7.670,60"",""176,75M"",""-0,23%"""
"23.11.2011,""7.739,30"",""7.848,10"",""7.936,10"",""7.739,30"",""192,30M"",""-2,09%"""
"22.11.2011,""7.904,90"",""8.088,00"",""8.105,30"",""7.892,60"",""190,50M"",""-1,45%"""
"21.11.2011,""8.021,00"",""8.291,30"",""8.303,20"",""8.021,00"",""176,21M"",""-3,48%"""
"18.11.2011,""8.310,10"",""8.224,60"",""8.361,80"",""8.221,70"",""248,00M"",""0,48%"""
"17.11.2011,""8.270,60"",""8.272,40"",""8.335,90"",""8.200,30"",""190,56M"",""-0,40%"""
"16.11.2011,""8.304,10"",""8.213,40"",""8.415,70"",""8.213,30"",""173,68M"",""0,81%"""
"15.11.2011,""8.237,60"",""8.316,70"",""8.333,20"",""8.191,70"",""197,89M"",""-1,61%"""
"14.11.2011,""8.372,20"",""8.615,80"",""8.616,90"",""8.341,50"",""154,80M"",""-2,15%"""
"11.11.2011,""8.556,10"",""8.301,70"",""8.580,10"",""8.263,20"",""192,93M"",""2,95%"""
"10.11.2011,""8.310,90"",""8.226,80"",""8.464,50"",""8.211,30"",""191,50M"",""-0,36%"""
"09.11.2011,""8.340,60"",""8.609,30"",""8.620,70"",""8.251,00"",""227,94M"",""-2,09%"""
